Date Time,Site Name,Value,Averaging Period,Units,California State Standard,National Ambient Air Quality Standard by U.S. EPA,
5/15/2019 10:00:00 PM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/15/2019 11:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/16/2019 12:00:00 AM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/16/2019 1:00:00 AM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/16/2019 2:00:00 AM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/16/2019 3:00:00 AM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/16/2019 4:00:00 AM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/16/2019 5:00:00 AM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/16/2019 6:00:00 AM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/16/2019 7:00:00 AM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/16/2019 8:00:00 AM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/16/2019 9:00:00 AM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/16/2019 10:00:00 AM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/16/2019 11:00:00 AM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/16/2019 12:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/16/2019 1:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/16/2019 2:00:00 PM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/16/2019 3:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/16/2019 4:00:00 PM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/16/2019 5:00:00 PM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/16/2019 6:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/16/2019 7:00:00 PM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/16/2019 8:00:00 PM,Banning,3,1-hr,µg/m3,N/A,N/A,
5/16/2019 9:00:00 PM,Banning,2,1-hr,µg/m3,N/A,N/A,
5/16/2019 10:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/16/2019 11:00:00 PM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/17/2019 12:00:00 AM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/17/2019 1:00:00 AM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/17/2019 2:00:00 AM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/17/2019 3:00:00 AM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/17/2019 4:00:00 AM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/17/2019 5:00:00 AM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/17/2019 6:00:00 AM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/17/2019 7:00:00 AM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/17/2019 8:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/17/2019 9:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/17/2019 10:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/17/2019 11:00:00 AM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/17/2019 12:00:00 PM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/17/2019 1:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/17/2019 2:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/17/2019 3:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/17/2019 4:00:00 PM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/17/2019 5:00:00 PM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/17/2019 6:00:00 PM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/17/2019 7:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/17/2019 8:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/17/2019 9:00:00 PM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/17/2019 10:00:00 PM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/17/2019 11:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/18/2019 12:00:00 AM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/18/2019 1:00:00 AM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/18/2019 2:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/18/2019 3:00:00 AM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/18/2019 4:00:00 AM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/18/2019 5:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/18/2019 6:00:00 AM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/18/2019 7:00:00 AM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/18/2019 8:00:00 AM,Banning,14,1-hr,µg/m3,N/A,N/A,
5/18/2019 9:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/18/2019 10:00:00 AM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/18/2019 11:00:00 AM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/18/2019 12:00:00 PM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/18/2019 1:00:00 PM,Banning,2,1-hr,µg/m3,N/A,N/A,
5/18/2019 2:00:00 PM,Banning,2,1-hr,µg/m3,N/A,N/A,
5/18/2019 3:00:00 PM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/18/2019 4:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/18/2019 5:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/18/2019 6:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/18/2019 7:00:00 PM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/18/2019 8:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/18/2019 9:00:00 PM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/18/2019 10:00:00 PM,Banning,12,1-hr,µg/m3,N/A,N/A,
5/18/2019 11:00:00 PM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/19/2019 12:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/19/2019 1:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/19/2019 2:00:00 AM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/19/2019 3:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/19/2019 4:00:00 AM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/19/2019 5:00:00 AM,Banning,3,1-hr,µg/m3,N/A,N/A,
5/19/2019 6:00:00 AM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/19/2019 7:00:00 AM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/19/2019 8:00:00 AM,Banning,3,1-hr,µg/m3,N/A,N/A,
5/19/2019 9:00:00 AM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/19/2019 10:00:00 AM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/19/2019 11:00:00 AM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/19/2019 12:00:00 PM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/19/2019 1:00:00 PM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/19/2019 2:00:00 PM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/19/2019 3:00:00 PM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/19/2019 4:00:00 PM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/19/2019 5:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/19/2019 6:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/19/2019 7:00:00 PM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/19/2019 8:00:00 PM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/19/2019 9:00:00 PM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/19/2019 10:00:00 PM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/19/2019 11:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/20/2019 12:00:00 AM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/20/2019 1:00:00 AM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/20/2019 2:00:00 AM,Banning,3,1-hr,µg/m3,N/A,N/A,
5/20/2019 3:00:00 AM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/20/2019 4:00:00 AM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/20/2019 5:00:00 AM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/20/2019 6:00:00 AM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/20/2019 7:00:00 AM,Banning,3,1-hr,µg/m3,N/A,N/A,
5/20/2019 8:00:00 AM,Banning,3,1-hr,µg/m3,N/A,N/A,
5/20/2019 9:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/20/2019 10:00:00 AM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/20/2019 11:00:00 AM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/20/2019 12:00:00 PM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/20/2019 1:00:00 PM,Banning,12,1-hr,µg/m3,N/A,N/A,
5/20/2019 2:00:00 PM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/20/2019 3:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/20/2019 4:00:00 PM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/20/2019 5:00:00 PM,Banning,3,1-hr,µg/m3,N/A,N/A,
5/20/2019 6:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/20/2019 7:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/20/2019 8:00:00 PM,Banning,2,1-hr,µg/m3,N/A,N/A,
5/20/2019 9:00:00 PM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/20/2019 10:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/20/2019 11:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/21/2019 12:00:00 AM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/21/2019 1:00:00 AM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/21/2019 2:00:00 AM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/21/2019 3:00:00 AM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/21/2019 4:00:00 AM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/21/2019 5:00:00 AM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/21/2019 6:00:00 AM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/21/2019 7:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/21/2019 8:00:00 AM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/21/2019 9:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/21/2019 10:00:00 AM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/21/2019 11:00:00 AM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/21/2019 12:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/21/2019 1:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/21/2019 2:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/21/2019 3:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/21/2019 4:00:00 PM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/21/2019 5:00:00 PM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/21/2019 6:00:00 PM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/21/2019 7:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/21/2019 8:00:00 PM,Banning,2,1-hr,µg/m3,N/A,N/A,
5/21/2019 9:00:00 PM,Banning,2,1-hr,µg/m3,N/A,N/A,
5/21/2019 10:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/21/2019 11:00:00 PM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/22/2019 12:00:00 AM,Banning,3,1-hr,µg/m3,N/A,N/A,
5/22/2019 1:00:00 AM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/22/2019 2:00:00 AM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/22/2019 3:00:00 AM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/22/2019 4:00:00 AM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/22/2019 5:00:00 AM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/22/2019 6:00:00 AM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/22/2019 7:00:00 AM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/22/2019 8:00:00 AM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/22/2019 9:00:00 AM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/22/2019 10:00:00 AM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/22/2019 11:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/22/2019 12:00:00 PM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/22/2019 1:00:00 PM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/22/2019 2:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/22/2019 3:00:00 PM,Banning,3,1-hr,µg/m3,N/A,N/A,
5/22/2019 4:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/22/2019 5:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/22/2019 6:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/22/2019 7:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/22/2019 8:00:00 PM,Banning,1,1-hr,µg/m3,N/A,N/A,
5/22/2019 9:00:00 PM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/22/2019 10:00:00 PM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/22/2019 11:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/23/2019 12:00:00 AM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/23/2019 1:00:00 AM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/23/2019 2:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/23/2019 3:00:00 AM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/23/2019 4:00:00 AM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/23/2019 5:00:00 AM,Banning,3,1-hr,µg/m3,N/A,N/A,
5/23/2019 6:00:00 AM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/23/2019 7:00:00 AM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/23/2019 8:00:00 AM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/23/2019 9:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/23/2019 10:00:00 AM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/23/2019 11:00:00 AM,Banning,3,1-hr,µg/m3,N/A,N/A,
5/23/2019 12:00:00 PM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/23/2019 1:00:00 PM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/23/2019 2:00:00 PM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/23/2019 3:00:00 PM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/23/2019 4:00:00 PM,Banning,12,1-hr,µg/m3,N/A,N/A,
5/23/2019 5:00:00 PM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/23/2019 6:00:00 PM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/23/2019 7:00:00 PM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/23/2019 8:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/23/2019 9:00:00 PM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/23/2019 10:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/23/2019 11:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/24/2019 12:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/24/2019 1:00:00 AM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/24/2019 2:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/24/2019 3:00:00 AM,Banning,13,1-hr,µg/m3,N/A,N/A,
5/24/2019 4:00:00 AM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/24/2019 5:00:00 AM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/24/2019 6:00:00 AM,Banning,14,1-hr,µg/m3,N/A,N/A,
5/24/2019 7:00:00 AM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/24/2019 8:00:00 AM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/24/2019 9:00:00 AM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/24/2019 10:00:00 AM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/24/2019 11:00:00 AM,Banning,-3,1-hr,µg/m3,N/A,N/A,
5/24/2019 12:00:00 PM,Banning,-4,1-hr,µg/m3,N/A,N/A,
5/24/2019 1:00:00 PM,Banning,-3,1-hr,µg/m3,N/A,N/A,
5/24/2019 2:00:00 PM,Banning,-1,1-hr,µg/m3,N/A,N/A,
5/24/2019 3:00:00 PM,Banning,1,1-hr,µg/m3,N/A,N/A,
5/24/2019 4:00:00 PM,Banning,2,1-hr,µg/m3,N/A,N/A,
5/24/2019 5:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/24/2019 6:00:00 PM,Banning,12,1-hr,µg/m3,N/A,N/A,
5/24/2019 7:00:00 PM,Banning,12,1-hr,µg/m3,N/A,N/A,
5/24/2019 8:00:00 PM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/24/2019 9:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/24/2019 10:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/24/2019 11:00:00 PM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/25/2019 12:00:00 AM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/25/2019 1:00:00 AM,Banning,15,1-hr,µg/m3,N/A,N/A,
5/25/2019 2:00:00 AM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/25/2019 3:00:00 AM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/25/2019 4:00:00 AM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/25/2019 5:00:00 AM,Banning,12,1-hr,µg/m3,N/A,N/A,
5/25/2019 6:00:00 AM,Banning,15,1-hr,µg/m3,N/A,N/A,
5/25/2019 7:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/25/2019 8:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/25/2019 9:00:00 AM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/25/2019 10:00:00 AM,Banning,18,1-hr,µg/m3,N/A,N/A,
5/25/2019 11:00:00 AM,Banning,13,1-hr,µg/m3,N/A,N/A,
5/25/2019 12:00:00 PM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/25/2019 1:00:00 PM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/25/2019 2:00:00 PM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/25/2019 3:00:00 PM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/25/2019 4:00:00 PM,Banning,13,1-hr,µg/m3,N/A,N/A,
5/25/2019 5:00:00 PM,Banning,13,1-hr,µg/m3,N/A,N/A,
5/25/2019 6:00:00 PM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/25/2019 7:00:00 PM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/25/2019 8:00:00 PM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/25/2019 9:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/25/2019 10:00:00 PM,Banning,3,1-hr,µg/m3,N/A,N/A,
5/25/2019 11:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/26/2019 12:00:00 AM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/26/2019 1:00:00 AM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/26/2019 2:00:00 AM,Banning,0,1-hr,µg/m3,N/A,N/A,
5/26/2019 3:00:00 AM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/26/2019 4:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/26/2019 5:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/26/2019 6:00:00 AM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/26/2019 7:00:00 AM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/26/2019 8:00:00 AM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/26/2019 9:00:00 AM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/26/2019 10:00:00 AM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/26/2019 11:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/26/2019 12:00:00 PM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/26/2019 1:00:00 PM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/26/2019 2:00:00 PM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/26/2019 3:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/26/2019 4:00:00 PM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/26/2019 5:00:00 PM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/26/2019 6:00:00 PM,Banning,3,1-hr,µg/m3,N/A,N/A,
5/26/2019 7:00:00 PM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/26/2019 8:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/26/2019 9:00:00 PM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/26/2019 10:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/26/2019 11:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/27/2019 12:00:00 AM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/27/2019 1:00:00 AM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/27/2019 2:00:00 AM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/27/2019 3:00:00 AM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/27/2019 4:00:00 AM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/27/2019 5:00:00 AM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/27/2019 6:00:00 AM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/27/2019 7:00:00 AM,Banning,3,1-hr,µg/m3,N/A,N/A,
5/27/2019 8:00:00 AM,Banning,3,1-hr,µg/m3,N/A,N/A,
5/27/2019 9:00:00 AM,Banning,1,1-hr,µg/m3,N/A,N/A,
5/27/2019 10:00:00 AM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/27/2019 11:00:00 AM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/27/2019 12:00:00 PM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/27/2019 1:00:00 PM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/27/2019 2:00:00 PM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/27/2019 3:00:00 PM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/27/2019 4:00:00 PM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/27/2019 5:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/27/2019 6:00:00 PM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/27/2019 7:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/27/2019 8:00:00 PM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/27/2019 9:00:00 PM,Banning,3,1-hr,µg/m3,N/A,N/A,
5/27/2019 10:00:00 PM,Banning,4,1-hr,µg/m3,N/A,N/A,
5/27/2019 11:00:00 PM,Banning,3,1-hr,µg/m3,N/A,N/A,
5/28/2019 12:00:00 AM,Banning,2,1-hr,µg/m3,N/A,N/A,
5/28/2019 1:00:00 AM,Banning,15,1-hr,µg/m3,N/A,N/A,
5/28/2019 2:00:00 AM,Banning,13,1-hr,µg/m3,N/A,N/A,
5/28/2019 3:00:00 AM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/28/2019 4:00:00 AM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/28/2019 5:00:00 AM,Banning,14,1-hr,µg/m3,N/A,N/A,
5/28/2019 6:00:00 AM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/28/2019 7:00:00 AM,Banning,16,1-hr,µg/m3,N/A,N/A,
5/28/2019 8:00:00 AM,Banning,14,1-hr,µg/m3,N/A,N/A,
5/28/2019 9:00:00 AM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/28/2019 10:00:00 AM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/28/2019 11:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/28/2019 12:00:00 PM,Banning,14,1-hr,µg/m3,N/A,N/A,
5/28/2019 1:00:00 PM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/28/2019 2:00:00 PM,Banning,15,1-hr,µg/m3,N/A,N/A,
5/28/2019 3:00:00 PM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/28/2019 4:00:00 PM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/28/2019 5:00:00 PM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/28/2019 6:00:00 PM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/28/2019 7:00:00 PM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/28/2019 8:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/28/2019 9:00:00 PM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/28/2019 10:00:00 PM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/28/2019 11:00:00 PM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/29/2019 12:00:00 AM,Banning,12,1-hr,µg/m3,N/A,N/A,
5/29/2019 1:00:00 AM,Banning,12,1-hr,µg/m3,N/A,N/A,
5/29/2019 2:00:00 AM,Banning,10,1-hr,µg/m3,N/A,N/A,
5/29/2019 3:00:00 AM,Banning,11,1-hr,µg/m3,N/A,N/A,
5/29/2019 4:00:00 AM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/29/2019 5:00:00 AM,Banning,5,1-hr,µg/m3,N/A,N/A,
5/29/2019 6:00:00 AM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/29/2019 7:00:00 AM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/29/2019 1:00:00 PM,Banning,7,1-hr,µg/m3,N/A,N/A,
5/29/2019 2:00:00 PM,Banning,6,1-hr,µg/m3,N/A,N/A,
5/29/2019 3:00:00 PM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/29/2019 4:00:00 PM,Banning,14,1-hr,µg/m3,N/A,N/A,
5/29/2019 5:00:00 PM,Banning,9,1-hr,µg/m3,N/A,N/A,
5/29/2019 6:00:00 PM,Banning,16,1-hr,µg/m3,N/A,N/A,
5/29/2019 7:00:00 PM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/29/2019 8:00:00 PM,Banning,16,1-hr,µg/m3,N/A,N/A,
5/29/2019 9:00:00 PM,Banning,8,1-hr,µg/m3,N/A,N/A,
5/29/2019 10:00:00 PM,Banning,18,1-hr,µg/m3,N/A,N/A,
